,PageRank,HubScore,AuthorityScore,Betweenness,Colony,Day,Role
Ant621,0.012199091483962608,0.014201357798902692,0.014201357799010132,0.005771782399124437,2,08,C
Ant665,0.004392794061927656,0.0035887577528080504,0.003588757752661996,0.0008227279604215907,2,08,U
Ant356,0.007947712976588578,0.008116620534516039,0.008116620534232689,0.0015356286040301191,2,08,N
Ant540,0.02836365934022392,0.028635220203263353,0.028635220203310278,0.006483921396506393,2,08,C
Ant227,0.00846523911102868,0.00844304761589792,0.008443047615948326,0.00449833605166199,2,08,C
Ant114,0.005028657153874262,0.00439213315630006,0.004392133156177694,0.0015272586860717845,2,08,N
Ant220,0.008180737181563754,0.008119972416378202,0.008119972416808285,0.0038257028848916633,2,08,F
Ant195,0.010797673455161175,0.011925014933635108,0.011925014933994492,0.0036245821122878837,2,08,C
Ant191,0.01580072092583932,0.017680429244194665,0.017680429244173183,0.005539810158120298,2,08,C
Ant217,0.0031584769447628247,0.001590218247061904,0.0015902182472817203,0.0002653560253989532,2,08,C
Ant492,0.006412700218669063,0.00663641106531343,0.006636411065095947,0.0017585432965908625,2,08,N
Ant324,0.006021156522393412,0.005862182423544361,0.005862182423463673,0.0017272549143604312,2,08,N
Ant329,0.010144791014416246,0.010735804759707833,0.010735804760084261,0.0033500181148243087,2,08,F
Ant650,0.013774338696916464,0.014938498316736236,0.01493849831625794,0.0032760575929037476,2,08,U
Ant556,0.004568541038971388,0.003870547792766521,0.0038705477926295278,0.0012482154738931266,2,08,N
Ant552,0.01120439917278708,0.012272535602385096,0.012272535601851764,0.0028507023302081894,2,08,N
Ant252,0.007922433457546216,0.008587856493129282,0.008587856492995932,0.001969505513910122,2,08,N
Ant256,0.010676346521551278,0.011001606207411294,0.011001606207803218,0.004320714519254893,2,08,F
Ant257,0.004944918567393958,0.0048070299631929134,0.004807029963060005,0.0013294207663190937,2,08,N
Ant126,0.011103123155014431,0.011444473114840776,0.011444473115349229,0.003606174214025516,2,08,F
Ant26,0.004987496142035884,0.00502440904662658,0.005024409046440095,0.0007451459511936695,2,08,N
Ant318,0.007105725291108952,0.007764779628404511,0.007764779628277783,0.0014667413658586087,2,08,N
Ant20,0.009421079775728052,0.009340634103643653,0.009340634103985054,0.004654564778527816,2,08,F
Ant137,0.007180151623781097,0.0073089017144820296,0.0073089017142700385,0.0011989498410197436,2,08,N
Ant332,0.005361328838866465,0.0041818524849247096,0.004181852484732299,0.0014629268432709093,2,08,N
Ant647,0.002191650478633659,0.0010210391629888514,0.0010210391629430161,0.00011135127829642109,2,08,N
Ant560,0.007842937638364866,0.007963954867889679,0.007963954867652178,0.0030127279831184965,2,08,N
Ant564,0.00846614068525457,0.008815917073874946,0.008815917074401746,0.0027554403532759034,2,08,F
Ant243,0.006181090486995599,0.005106725973639836,0.005106725974051814,0.0019678924382452666,2,08,F
Ant244,0.0063097921994899825,0.006621620757762204,0.006621620757689613,0.0018605211578251997,2,08,N
Ant50,0.006626046824866686,0.006330812183950547,0.0063308121836511905,0.0014323848964695228,2,08,N
Ant52,0.004027492154988182,0.0028626967462523807,0.0028626967461013258,0.0004460329881214383,2,08,N
Ant55,0.010092613423171626,0.00968944914641767,0.009689449146869582,0.005419026423448738,2,08,C
Ant635,0.0039644157196987405,0.002691932045995041,0.002691932045907161,0.0011727278439101667,2,08,N
Ant142,0.005351307798455249,0.0052670597025956025,0.005267059702474769,0.0014627250394367635,2,08,N
Ant140,0.008275635687207385,0.009850449175881437,0.009850449175835177,0.001990865089916535,2,08,C
Ant147,0.010409785703431183,0.011204177775541838,0.011204177775330759,0.00275565583992252,2,08,N
Ant144,0.0065276795857059046,0.006356986291417316,0.006356986291219975,0.0017694874791461398,2,08,N
Ant305,0.005668493379411554,0.005631812263234827,0.0056318122634131645,0.0015977092054082047,2,08,C
Ant148,0.00582132758032807,0.006147241517750917,0.0061472415174906566,0.0008391259785462333,2,08,N
Ant673,0.011403948880836855,0.012006020893642723,0.012006020893460614,0.0027281498550393987,2,08,U
Ant278,0.003961255949609424,0.0034667766005965954,0.003466776600690372,0.0015126671583492483,2,08,C
Ant301,0.008814566191839743,0.008089142378975627,0.00808914237855523,0.001650263392419998,2,08,N
Ant476,0.0047251651356210855,0.00383288360618746,0.0038328836060842575,0.0014481383107267298,2,08,N
Ant575,0.00546269414902035,0.005461335482141326,0.005461335482128848,0.0019611671873488784,2,08,C
Ant502,0.005617119607298218,0.005362892697866813,0.005362892697968978,0.004109623864993993,2,08,C
Ant40,0.008691037352553513,0.009258577962637765,0.009258577962735576,0.005439375276792872,2,08,C
Ant44,0.012542860547457657,0.014415778568865414,0.01441577856843295,0.003330155749105602,2,08,N
Ant43,0.004297448036437726,0.0030572104894052614,0.0030572104896972037,0.0009986095797469407,2,08,F
Ant580,0.008649642571838957,0.009559695790508235,0.009559695790626129,0.0028372017323246047,2,08,C
Ant398,0.00819936614640121,0.008104813840124006,0.00810481384062056,0.002152156819741269,2,08,F
Ant507,0.009217747952675355,0.008537564609166343,0.008537564609753905,0.0021679556274658376,2,08,F
Ant262,0.00413173758564009,0.004097306758485212,0.004097306758528402,0.0015198450160605198,2,08,C
